noise_fraction,model,mean,std
0.0,AdaBoost,0.956140350877193,0.0
0.0,Random Forest,0.9543859649122807,0.0039229262763154325
0.05,AdaBoost,0.9368421052631579,0.021841929119278482
0.05,Random Forest,0.9456140350877191,0.00960916767552923
0.1,AdaBoost,0.9280701754385964,0.015691705105261692
0.1,Random Forest,0.9491228070175438,0.016873143913746804
0.2,AdaBoost,0.8964912280701753,0.039424921147796915
0.2,Random Forest,0.9385964912280702,0.0087719298245614
