noise_fraction,model,mean,std
0.0,AdaBoost,0.8573037158358071,0.0
0.0,Random Forest,0.8686661889650937,0.0009818469696617083
0.05,AdaBoost,0.8564847988535161,0.0009845114168119252
0.05,Random Forest,0.8679086907564745,0.0009673321449423304
0.1,AdaBoost,0.855420206776538,0.0014378495075785234
0.1,Random Forest,0.8669464633022826,0.001027222741676918
0.2,AdaBoost,0.8546422356433616,0.0017536945131550955
0.2,Random Forest,0.8611730985771316,0.0017661976708915209
